DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,WGTD_SAMPL_SIZE:Weighted Sample Size,OBS_FOOTNOTE:Observation footnote,SERIES_FOOTNOTE:Series footnote,DATA_SOURCE:Data Source,SOURCE_LINK:Citation of or link to the data source,CUSTODIAN:Custodian,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,REF_PERIOD:Reference Period,COVERAGE_TIME:The period of time for which data are provided,AGE:Current age
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BDI: Burundi,CME_MRY0T4: Under-five mortality rate,_T: Total,2019,56.6573088603511,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,37.8418085736123,84.8587401376888,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BDI: Burundi,CME_MRY0T4: Under-five mortality rate,_T: Total,2020,54.631948674125,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,35.218050962934,84.4754414570474,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BDI: Burundi,CME_MRY0T4: Under-five mortality rate,_T: Total,2021,52.6477608883087,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,32.9085576531402,84.2484866417155,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BDI: Burundi,CME_MRY0T4: Under-five mortality rate,_T: Total,2022,50.8367233896553,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,30.714136106725,84.0974383881676,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CPV: Cabo Verde,CME_MRY0T4: Under-five mortality rate,_T: Total,2018,15.0639890322229,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,14.3057873283822,15.8655200623801,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CPV: Cabo Verde,CME_MRY0T4: Under-five mortality rate,_T: Total,2019,14.1208919212114,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,13.3749238844896,14.9183803652576,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CPV: Cabo Verde,CME_MRY0T4: Under-five mortality rate,_T: Total,2020,13.3461683499832,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,12.5372311786172,14.1958267860103,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CPV: Cabo Verde,CME_MRY0T4: Under-five mortality rate,_T: Total,2021,12.683950613865,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,11.7382298070186,13.6850111167525,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CPV: Cabo Verde,CME_MRY0T4: Under-five mortality rate,_T: Total,2022,12.1077962414503,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,10.9934839223606,13.3303239919659,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,KHM: Cambodia,CME_MRY0T4: Under-five mortality rate,_T: Total,2018,27.7132233311254,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,15.6225981543462,49.2072209903274,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,KHM: Cambodia,CME_MRY0T4: Under-five mortality rate,_T: Total,2019,26.6569750727035,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,14.5090426196646,49.1929944018602,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,KHM: Cambodia,CME_MRY0T4: Under-five mortality rate,_T: Total,2020,25.6293728507409,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,13.4125165716258,49.2494569265003,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,KHM: Cambodia,CME_MRY0T4: Under-five mortality rate,_T: Total,2021,24.7252921777712,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,12.4876756576963,49.3387384114176,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,KHM: Cambodia,CME_MRY0T4: Under-five mortality rate,_T: Total,2022,23.8291727913741,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,11.660435758708,49.125020980696,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CMR: Cameroon,CME_MRY0T4: Under-five mortality rate,_T: Total,2018,79.6849320158463,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,68.7447958572708,92.1964835173334,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CMR: Cameroon,CME_MRY0T4: Under-five mortality rate,_T: Total,2019,77.2057657926375,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,65.053452475936,91.5854109707226,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CMR: Cameroon,CME_MRY0T4: Under-five mortality rate,_T: Total,2020,74.649339133728,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,61.1305332395657,91.2632296699138,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CMR: Cameroon,CME_MRY0T4: Under-five mortality rate,_T: Total,2021,72.1042967053714,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,57.0726951759656,90.8353897210635,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CMR: Cameroon,CME_MRY0T4: Under-five mortality rate,_T: Total,2022,69.5224225341944,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,53.2468638488522,90.3881409868587,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CAN: Canada,CME_MRY0T4: Under-five mortality rate,_T: Total,2018,5.18537341821745,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,5.09249199545163,5.27517591256614,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CAN: Canada,CME_MRY0T4: Under-five mortality rate,_T: Total,2019,5.14737055633171,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,5.05427042314906,5.23702367401582,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CAN: Canada,CME_MRY0T4: Under-five mortality rate,_T: Total,2020,5.11837926819681,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,5.02223600143141,5.21128377433608,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CAN: Canada,CME_MRY0T4: Under-five mortality rate,_T: Total,2021,5.09999576446677,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,4.98857793797248,5.21194168852266,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CAN: Canada,CME_MRY0T4: Under-five mortality rate,_T: Total,2022,5.08805253282014,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,4.93811818582986,5.24216772672127,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AU_CENTRAL_AFRICA: Central Africa (African Union),CME_MRY0T4: Under-five mortality rate,_T: Total,2018,86.2063768331965,,"D_PER_1000_B: Deaths per 1,000 live births",,,,,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AU_CENTRAL_AFRICA: Central Africa (African Union),CME_MRY0T4: Under-five mortality rate,_T: Total,2019,83.6855113301015,,"D_PER_1000_B: Deaths per 1,000 live births",,,,,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AU_CENTRAL_AFRICA: Central Africa (African Union),CME_MRY0T4: Under-five mortality rate,_T: Total,2020,80.7515504322933,,"D_PER_1000_B: Deaths per 1,000 live births",,,,,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AU_CENTRAL_AFRICA: Central Africa (African Union),CME_MRY0T4: Under-five mortality rate,_T: Total,2021,78.1576804112256,,"D_PER_1000_B: Deaths per 1,000 live births",,,,,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AU_CENTRAL_AFRICA: Central Africa (African Union),CME_MRY0T4: Under-five mortality rate,_T: Total,2022,75.6338133781396,,"D_PER_1000_B: Deaths per 1,000 live births",,,,,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CAF: Central African Republic,CME_MRY0T4: Under-five mortality rate,_T: Total,2018,119.788665587216,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,99.4444498991141,143.172355696078,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CAF: Central African Republic,CME_MRY0T4: Under-five mortality rate,_T: Total,2019,243.12053040911,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,198.914354748438,294.977902706512,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CAF: Central African Republic,CME_MRY0T4: Under-five mortality rate,_T: Total,2020,122.62268965196,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,98.3984500579991,151.854031232118,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CAF: Central African Republic,CME_MRY0T4: Under-five mortality rate,_T: Total,2021,171.252412987167,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,134.159235929719,217.282591338325,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CAF: Central African Republic,CME_MRY0T4: Under-five mortality rate,_T: Total,2022,387.442500174647,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,296.473909158927,503.657324173625,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNSDG_CENTRALASIA: Central Asia,CME_MRY0T4: Under-five mortality rate,_T: Total,2018,19.7103795583519,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,18.2840493194344,21.3862256358219,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNSDG_CENTRALASIA: Central Asia,CME_MRY0T4: Under-five mortality rate,_T: Total,2019,19.1405676347556,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,17.6520885314908,20.9632408524533,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNSDG_CENTRALASIA: Central Asia,CME_MRY0T4: Under-five mortality rate,_T: Total,2020,18.4773247778834,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,16.9636761481504,20.4325574773961,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNSDG_CENTRALASIA: Central Asia,CME_MRY0T4: Under-five mortality rate,_T: Total,2021,17.8705058310431,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,16.3276430525501,20.0068853771143,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNSDG_CENTRALASIA: Central Asia,CME_MRY0T4: Under-five mortality rate,_T: Total,2022,17.5235768948652,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,15.9003837967863,19.9324221808944,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNSDG_CENTRALASIASOUTHERNASIA: Central and Southern Asia,CME_MRY0T4: Under-five mortality rate,_T: Total,2018,40.7162491660293,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,38.8210646496994,42.803602651954,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNSDG_CENTRALASIASOUTHERNASIA: Central and Southern Asia,CME_MRY0T4: Under-five mortality rate,_T: Total,2019,38.960479992856,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,36.9050245035631,41.2570566241797,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNSDG_CENTRALASIASOUTHERNASIA: Central and Southern Asia,CME_MRY0T4: Under-five mortality rate,_T: Total,2020,37.3242633221187,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,35.0934162812927,39.859779905941,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNSDG_CENTRALASIASOUTHERNASIA: Central and Southern Asia,CME_MRY0T4: Under-five mortality rate,_T: Total,2021,35.8070947511868,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,33.384676745727,38.5998389658629,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNSDG_CENTRALASIASOUTHERNASIA: Central and Southern Asia,CME_MRY0T4: Under-five mortality rate,_T: Total,2022,34.4608114217625,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,31.7881494829939,37.5793106212949,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TCD: Chad,CME_MRY0T4: Under-five mortality rate,_T: Total,2018,118.334266245668,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,94.1335926174224,147.881652385337,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TCD: Chad,CME_MRY0T4: Under-five mortality rate,_T: Total,2019,114.634441964153,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,88.3800491714816,147.484960889942,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TCD: Chad,CME_MRY0T4: Under-five mortality rate,_T: Total,2020,111.005150363643,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,82.8181017714195,147.912546892831,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TCD: Chad,CME_MRY0T4: Under-five mortality rate,_T: Total,2021,107.572948439318,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,77.7354440169822,147.922663514244,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TCD: Chad,CME_MRY0T4: Under-five mortality rate,_T: Total,2022,104.333309693075,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,72.7985976609248,148.118927893079,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CHL: Chile,CME_MRY0T4: Under-five mortality rate,_T: Total,2018,7.24434743241162,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,7.08066914478478,7.40744821326865,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CHL: Chile,CME_MRY0T4: Under-five mortality rate,_T: Total,2019,6.97299103258655,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,6.80059618306221,7.1520504017658,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CHL: Chile,CME_MRY0T4: Under-five mortality rate,_T: Total,2020,6.7660951263355,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,6.59746459468331,6.94260583863761,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CHL: Chile,CME_MRY0T4: Under-five mortality rate,_T: Total,2021,6.68939395961215,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,6.50373816476626,6.8758726824085,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CHL: Chile,CME_MRY0T4: Under-five mortality rate,_T: Total,2022,6.81752022825302,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,6.63402090299112,7.00851239922005,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CHN: China,CME_MRY0T4: Under-five mortality rate,_T: Total,2018,8.60863160108358,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,8.10206948919592,9.1394548222058,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CHN: China,CME_MRY0T4: Under-five mortality rate,_T: Total,2019,8.03920515359815,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,7.54637816209735,8.54281630089765,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CHN: China,CME_MRY0T4: Under-five mortality rate,_T: Total,2020,7.51663400226327,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,7.05240363886767,8.00826493870078,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CHN: China,CME_MRY0T4: Under-five mortality rate,_T: Total,2021,7.03962556070945,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,6.56732083755536,7.55075865507935,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CHN: China,CME_MRY0T4: Under-five mortality rate,_T: Total,2022,6.59504673847644,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,6.08059620304844,7.17460901420847,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,COL: Colombia,CME_MRY0T4: Under-five mortality rate,_T: Total,2018,14.1063187299282,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,10.4782581079349,18.9615296781403,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,COL: Colombia,CME_MRY0T4: Under-five mortality rate,_T: Total,2019,13.6783528722579,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,9.86032056037469,18.9572567994313,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,COL: Colombia,CME_MRY0T4: Under-five mortality rate,_T: Total,2020,13.240182232365,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,9.24907343641323,18.9682312595542,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,COL: Colombia,CME_MRY0T4: Under-five mortality rate,_T: Total,2021,12.8055820078323,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,8.68262738064338,18.9346922326674,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,COL: Colombia,CME_MRY0T4: Under-five mortality rate,_T: Total,2022,12.4191986512656,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,8.12343534932728,18.8924750243808,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUREC_COMESA: Common Market for Eastern and Southern Africa (COMESA),CME_MRY0T4: Under-five mortality rate,_T: Total,2018,57.243697938549,,"D_PER_1000_B: Deaths per 1,000 live births",,,,,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUREC_COMESA: Common Market for Eastern and Southern Africa (COMESA),CME_MRY0T4: Under-five mortality rate,_T: Total,2019,55.6540499007063,,"D_PER_1000_B: Deaths per 1,000 live births",,,,,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUREC_COMESA: Common Market for Eastern and Southern Africa (COMESA),CME_MRY0T4: Under-five mortality rate,_T: Total,2020,54.015134011724,,"D_PER_1000_B: Deaths per 1,000 live births",,,,,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUREC_COMESA: Common Market for Eastern and Southern Africa (COMESA),CME_MRY0T4: Under-five mortality rate,_T: Total,2021,52.4325368745905,,"D_PER_1000_B: Deaths per 1,000 live births",,,,,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUREC_COMESA: Common Market for Eastern and Southern Africa (COMESA),CME_MRY0T4: Under-five mortality rate,_T: Total,2022,50.9528409615535,,"D_PER_1000_B: Deaths per 1,000 live births",,,,,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUREC_CEN_SAD: Community of Sahel-Saharan States (CEN-SAD),CME_MRY0T4: Under-five mortality rate,_T: Total,2018,86.9648482550922,,"D_PER_1000_B: Deaths per 1,000 live births",,,,,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUREC_CEN_SAD: Community of Sahel-Saharan States (CEN-SAD),CME_MRY0T4: Under-five mortality rate,_T: Total,2019,85.0051564800517,,"D_PER_1000_B: Deaths per 1,000 live births",,,,,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUREC_CEN_SAD: Community of Sahel-Saharan States (CEN-SAD),CME_MRY0T4: Under-five mortality rate,_T: Total,2020,83.0655981403875,,"D_PER_1000_B: Deaths per 1,000 live births",,,,,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUREC_CEN_SAD: Community of Sahel-Saharan States (CEN-SAD),CME_MRY0T4: Under-five mortality rate,_T: Total,2021,80.9327974868478,,"D_PER_1000_B: Deaths per 1,000 live births",,,,,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUREC_CEN_SAD: Community of Sahel-Saharan States (CEN-SAD),CME_MRY0T4: Under-five mortality rate,_T: Total,2022,78.7347388828781,,"D_PER_1000_B: Deaths per 1,000 live births",,,,,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,COM: Comoros,CME_MRY0T4: Under-five mortality rate,_T: Total,2018,45.6118837979103,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,36.8413693368994,54.3945137942723,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,COM: Comoros,CME_MRY0T4: Under-five mortality rate,_T: Total,2019,44.5804533565545,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,35.6075530606226,53.9338168032942,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,COM: Comoros,CME_MRY0T4: Under-five mortality rate,_T: Total,2020,43.5261900023264,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,34.3181502081916,53.5024035378102,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,COM: Comoros,CME_MRY0T4: Under-five mortality rate,_T: Total,2021,42.3764748369165,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,32.8710343802489,53.2389253567948,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,COM: Comoros,CME_MRY0T4: Under-five mortality rate,_T: Total,2022,41.1351694880202,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,31.484212460751,53.1080725248378,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,COG: Congo,CME_MRY0T4: Under-five mortality rate,_T: Total,2018,47.7139128119114,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,29.5379381989756,76.4226478359917,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,COG: Congo,CME_MRY0T4: Under-five mortality rate,_T: Total,2019,52.3837521124408,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,31.4310962025741,87.0073043311818,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,COG: Congo,CME_MRY0T4: Under-five mortality rate,_T: Total,2020,44.7324218758192,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,25.8947638549643,76.7086729177813,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,COG: Congo,CME_MRY0T4: Under-five mortality rate,_T: Total,2021,43.310543881617,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,24.3983695045183,76.703208597658,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,COG: Congo,CME_MRY0T4: Under-five mortality rate,_T: Total,2022,41.8637722901581,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,22.8675278430389,75.9318766741965,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,COK: Cook Islands,CME_MRY0T4: Under-five mortality rate,_T: Total,2018,14.2169695331059,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,10.0821765350183,19.8402933501761,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,COK: Cook Islands,CME_MRY0T4: Under-five mortality rate,_T: Total,2019,14.337186860661,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,9.90345055226695,20.5188642218655,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,COK: Cook Islands,CME_MRY0T4: Under-five mortality rate,_T: Total,2020,14.3164968488879,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,9.64361246360493,20.9798473437765,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,COK: Cook Islands,CME_MRY0T4: Under-five mortality rate,_T: Total,2021,14.1564562123361,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,9.35772113306895,21.2682130015218,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,COK: Cook Islands,CME_MRY0T4: Under-five mortality rate,_T: Total,2022,13.9288112882005,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,9.00033102584796,21.4307313473081,,,,UN_IGME,,,,,,_T: Total
