DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,WGTD_SAMPL_SIZE:Weighted Sample Size,OBS_FOOTNOTE:Observation footnote,SERIES_FOOTNOTE:Series footnote,DATA_SOURCE:Data Source,SOURCE_LINK:Citation of or link to the data source,CUSTODIAN:Custodian,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,REF_PERIOD:Reference Period,COVERAGE_TIME:The period of time for which data are provided,AGE:Current age
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,FSM: Micronesia (Federated States of),CME_MRY0T4: Under-five mortality rate,_T: Total,2022,23.8921864918625,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,10.9555242777541,51.2663891631878,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,CME_MRY0T4: Under-five mortality rate,_T: Total,2018,22.3774618882344,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,20.5082293189259,24.9388588570863,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,CME_MRY0T4: Under-five mortality rate,_T: Total,2019,21.7988476179574,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,19.8910334476141,24.5540942813983,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,CME_MRY0T4: Under-five mortality rate,_T: Total,2020,21.1099759075075,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,19.1346569772329,24.1024812768249,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,CME_MRY0T4: Under-five mortality rate,_T: Total,2021,20.6656323014687,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,18.5972993257743,23.8864191051999,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,CME_MRY0T4: Under-five mortality rate,_T: Total,2022,20.1293292610166,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,17.9709561702565,23.5772998111006,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENARO: Middle East and North Africa,CME_MRY0T4: Under-five mortality rate,_T: Total,2018,27.5281893050413,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,25.0376703508282,30.8394567906558,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENARO: Middle East and North Africa,CME_MRY0T4: Under-five mortality rate,_T: Total,2019,27.0052514183048,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,24.3726774848585,30.6499332322599,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENARO: Middle East and North Africa,CME_MRY0T4: Under-five mortality rate,_T: Total,2020,26.2753905902046,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,23.4830266087984,30.3057280114134,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENARO: Middle East and North Africa,CME_MRY0T4: Under-five mortality rate,_T: Total,2021,25.737911004736,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,22.8206390432488,30.1456782854266,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENARO: Middle East and North Africa,CME_MRY0T4: Under-five mortality rate,_T: Total,2022,25.0706483412972,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,22.0157825385077,29.8750771495213,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MCO: Monaco,CME_MRY0T4: Under-five mortality rate,_T: Total,2018,3.22400379809144,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,2.29737280862848,4.47423945159129,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MCO: Monaco,CME_MRY0T4: Under-five mortality rate,_T: Total,2019,3.1251927411727,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,2.15814366566909,4.49167715496147,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MCO: Monaco,CME_MRY0T4: Under-five mortality rate,_T: Total,2020,3.0231939212768,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,2.01792647395637,4.51814304598267,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MCO: Monaco,CME_MRY0T4: Under-five mortality rate,_T: Total,2021,2.92991855407971,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,1.89005390513443,4.52991144277074,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MCO: Monaco,CME_MRY0T4: Under-five mortality rate,_T: Total,2022,2.83592039505627,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,1.77381520648228,4.52264196271329,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNG: Mongolia,CME_MRY0T4: Under-five mortality rate,_T: Total,2018,16.429863964217,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,16.0988445246882,16.7891329608929,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNG: Mongolia,CME_MRY0T4: Under-five mortality rate,_T: Total,2019,15.555161238703,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,15.2171489050307,15.9177351146669,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNG: Mongolia,CME_MRY0T4: Under-five mortality rate,_T: Total,2020,14.8380424684519,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,14.5121922819563,15.1881266997998,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNG: Mongolia,CME_MRY0T4: Under-five mortality rate,_T: Total,2021,14.2908170286191,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,13.968472189443,14.642716023476,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNG: Mongolia,CME_MRY0T4: Under-five mortality rate,_T: Total,2022,13.8994275265758,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,13.5130934604888,14.3020077713989,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNE: Montenegro,CME_MRY0T4: Under-five mortality rate,_T: Total,2018,3.34549220341134,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,3.01230249511942,3.69839192026673,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNE: Montenegro,CME_MRY0T4: Under-five mortality rate,_T: Total,2019,3.1563722032915,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,2.82262464391376,3.51812252295655,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNE: Montenegro,CME_MRY0T4: Under-five mortality rate,_T: Total,2020,2.98935635662226,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,2.63566118054066,3.37756463532357,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNE: Montenegro,CME_MRY0T4: Under-five mortality rate,_T: Total,2021,2.8375703174216,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,2.46362851398862,3.27251359048433,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNE: Montenegro,CME_MRY0T4: Under-five mortality rate,_T: Total,2022,2.70035827359175,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,2.29507659175471,3.19298733297163,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MSR: Montserrat,CME_MRY0T4: Under-five mortality rate,_T: Total,2018,7.60441752367802,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,3.22589308661988,18.5412175095065,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MSR: Montserrat,CME_MRY0T4: Under-five mortality rate,_T: Total,2019,7.32872329679086,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,3.05640588923049,18.2377185875907,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MSR: Montserrat,CME_MRY0T4: Under-five mortality rate,_T: Total,2020,7.12436714874721,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,2.91159767498927,18.1313968523959,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MSR: Montserrat,CME_MRY0T4: Under-five mortality rate,_T: Total,2021,6.89677899822329,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,2.76467715451929,17.9371166790201,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MSR: Montserrat,CME_MRY0T4: Under-five mortality rate,_T: Total,2022,6.67462602861855,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,2.61447464718793,17.6086512032513,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MAR: Morocco,CME_MRY0T4: Under-five mortality rate,_T: Total,2018,20.1887287828987,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,15.0855538611038,26.2895516162737,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MAR: Morocco,CME_MRY0T4: Under-five mortality rate,_T: Total,2019,19.359554575369,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,14.076250722717,25.8614484384082,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MAR: Morocco,CME_MRY0T4: Under-five mortality rate,_T: Total,2020,18.5785313595814,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,13.1727016350326,25.4473545409404,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MAR: Morocco,CME_MRY0T4: Under-five mortality rate,_T: Total,2021,17.8516649474166,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,12.2450105790888,25.2238327592903,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MAR: Morocco,CME_MRY0T4: Under-five mortality rate,_T: Total,2022,17.1770965876206,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,11.5180067043771,24.906418745621,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MOZ: Mozambique,CME_MRY0T4: Under-five mortality rate,_T: Total,2018,69.5107388682696,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,61.8383907597484,78.4715007754707,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MOZ: Mozambique,CME_MRY0T4: Under-five mortality rate,_T: Total,2019,68.3475779444266,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,60.1394363755293,77.8539914564299,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MOZ: Mozambique,CME_MRY0T4: Under-five mortality rate,_T: Total,2020,67.3413438990073,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,58.3996260543067,77.805822136513,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MOZ: Mozambique,CME_MRY0T4: Under-five mortality rate,_T: Total,2021,65.805460394953,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,56.0792766080937,77.5611241935682,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MOZ: Mozambique,CME_MRY0T4: Under-five mortality rate,_T: Total,2022,64.3299752975423,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,53.6340186211547,77.4723309099903,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MMR: Myanmar,CME_MRY0T4: Under-five mortality rate,_T: Total,2018,45.9776222546035,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,32.4305203832726,62.0535459953847,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MMR: Myanmar,CME_MRY0T4: Under-five mortality rate,_T: Total,2019,44.401819140587,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,30.3300830587211,61.8308430336886,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MMR: Myanmar,CME_MRY0T4: Under-five mortality rate,_T: Total,2020,42.8573643355886,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,28.4826335768275,61.5479183984324,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MMR: Myanmar,CME_MRY0T4: Under-five mortality rate,_T: Total,2021,41.3675582202375,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,26.7103375719774,61.542748679551,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MMR: Myanmar,CME_MRY0T4: Under-five mortality rate,_T: Total,2022,40.0308944745387,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,25.0408837172819,61.671507093323,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NAM: Namibia,CME_MRY0T4: Under-five mortality rate,_T: Total,2018,50.0827665874872,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,40.5630352112326,61.1089704885672,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NAM: Namibia,CME_MRY0T4: Under-five mortality rate,_T: Total,2019,47.8121207795564,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,38.812093256089,59.360237958404,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NAM: Namibia,CME_MRY0T4: Under-five mortality rate,_T: Total,2020,45.7233578089974,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,37.4226254650823,57.4797893240039,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NAM: Namibia,CME_MRY0T4: Under-five mortality rate,_T: Total,2021,43.8263824751421,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,36.2761863125678,55.6747928618648,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NAM: Namibia,CME_MRY0T4: Under-five mortality rate,_T: Total,2022,41.9679522404272,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,34.8387544617554,54.2074317340907,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NRU: Nauru,CME_MRY0T4: Under-five mortality rate,_T: Total,2018,13.3633254970632,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,9.29017469581111,19.2198646800373,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NRU: Nauru,CME_MRY0T4: Under-five mortality rate,_T: Total,2019,12.163153364988,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,8.14372619355319,18.2587820067365,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NRU: Nauru,CME_MRY0T4: Under-five mortality rate,_T: Total,2020,11.1290468877784,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,7.16416698462725,17.5131041424108,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NRU: Nauru,CME_MRY0T4: Under-five mortality rate,_T: Total,2021,10.2498813768859,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,6.32169579898503,16.8717246646984,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NRU: Nauru,CME_MRY0T4: Under-five mortality rate,_T: Total,2022,9.52976806491365,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,5.68002740803492,16.2437813503999,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NPL: Nepal,CME_MRY0T4: Under-five mortality rate,_T: Total,2018,32.9628022288236,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,29.0482467011995,37.3907111521388,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NPL: Nepal,CME_MRY0T4: Under-five mortality rate,_T: Total,2019,31.3668066872785,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,27.2745127839138,36.1583057799636,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NPL: Nepal,CME_MRY0T4: Under-five mortality rate,_T: Total,2020,29.9064152723848,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,25.6523030233142,35.0042464606802,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NPL: Nepal,CME_MRY0T4: Under-five mortality rate,_T: Total,2021,28.6423757125122,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,24.1245732498692,33.9967358634012,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NPL: Nepal,CME_MRY0T4: Under-five mortality rate,_T: Total,2022,27.5065680653666,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,22.623264843762,33.2851912176482,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NLD: Netherlands (Kingdom of the),CME_MRY0T4: Under-five mortality rate,_T: Total,2018,4.03007672019593,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,3.9349168547755,4.13042263871269,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NLD: Netherlands (Kingdom of the),CME_MRY0T4: Under-five mortality rate,_T: Total,2019,4.02333196159545,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,3.92490816587311,4.12492798572036,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NLD: Netherlands (Kingdom of the),CME_MRY0T4: Under-five mortality rate,_T: Total,2020,4.01159169967011,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,3.91219690216302,4.11404813976616,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NLD: Netherlands (Kingdom of the),CME_MRY0T4: Under-five mortality rate,_T: Total,2021,3.99581207760695,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,3.88970488091228,4.10540518698338,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NLD: Netherlands (Kingdom of the),CME_MRY0T4: Under-five mortality rate,_T: Total,2022,3.97778770282022,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,3.85070078291275,4.1097387527287,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NZL: New Zealand,CME_MRY0T4: Under-five mortality rate,_T: Total,2018,5.2189985402542,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,4.98095603179463,5.45966992830998,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NZL: New Zealand,CME_MRY0T4: Under-five mortality rate,_T: Total,2019,5.10850874340329,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,4.82775526938782,5.38955671531471,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NZL: New Zealand,CME_MRY0T4: Under-five mortality rate,_T: Total,2020,5.00442508192767,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,4.66204839358235,5.35875498757469,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NZL: New Zealand,CME_MRY0T4: Under-five mortality rate,_T: Total,2021,4.9034784222458,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,4.48617956725217,5.34894396373081,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NZL: New Zealand,CME_MRY0T4: Under-five mortality rate,_T: Total,2022,4.79559111783751,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,4.30051985411591,5.35533638233776,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NIC: Nicaragua,CME_MRY0T4: Under-five mortality rate,_T: Total,2018,16.3640475053158,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,15.48216146061,17.7124222313988,,"The UN IGME estimates are not the official statistics of Nicaragua. The most recent national official estimates of neonatal, infant and under-five mortality rates available to the UN IGME come from the vital registration system for 2022, with a rate of 8.1, 11.7 and 13.3 deaths per 1,000 live births, respectively. Following a request from the Government of Nicaragua and per the objectives of the UN IGME, the UN IGME will continue to assess all data sources in the country relevant to child mortality estimation.",,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NIC: Nicaragua,CME_MRY0T4: Under-five mortality rate,_T: Total,2019,15.7123646594312,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,14.8608085170098,17.0395981972481,,"The UN IGME estimates are not the official statistics of Nicaragua. The most recent national official estimates of neonatal, infant and under-five mortality rates available to the UN IGME come from the vital registration system for 2022, with a rate of 8.1, 11.7 and 13.3 deaths per 1,000 live births, respectively. Following a request from the Government of Nicaragua and per the objectives of the UN IGME, the UN IGME will continue to assess all data sources in the country relevant to child mortality estimation.",,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NIC: Nicaragua,CME_MRY0T4: Under-five mortality rate,_T: Total,2020,15.0922681987679,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,14.2857826843986,16.4474596402593,,"The UN IGME estimates are not the official statistics of Nicaragua. The most recent national official estimates of neonatal, infant and under-five mortality rates available to the UN IGME come from the vital registration system for 2022, with a rate of 8.1, 11.7 and 13.3 deaths per 1,000 live births, respectively. Following a request from the Government of Nicaragua and per the objectives of the UN IGME, the UN IGME will continue to assess all data sources in the country relevant to child mortality estimation.",,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NIC: Nicaragua,CME_MRY0T4: Under-five mortality rate,_T: Total,2021,14.4947643777381,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,13.7094061923314,15.9810540361921,,"The UN IGME estimates are not the official statistics of Nicaragua. The most recent national official estimates of neonatal, infant and under-five mortality rates available to the UN IGME come from the vital registration system for 2022, with a rate of 8.1, 11.7 and 13.3 deaths per 1,000 live births, respectively. Following a request from the Government of Nicaragua and per the objectives of the UN IGME, the UN IGME will continue to assess all data sources in the country relevant to child mortality estimation.",,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NIC: Nicaragua,CME_MRY0T4: Under-five mortality rate,_T: Total,2022,13.9277572825353,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,13.0961254283614,15.6235654057349,,"The UN IGME estimates are not the official statistics of Nicaragua. The most recent national official estimates of neonatal, infant and under-five mortality rates available to the UN IGME come from the vital registration system for 2022, with a rate of 8.1, 11.7 and 13.3 deaths per 1,000 live births, respectively. Following a request from the Government of Nicaragua and per the objectives of the UN IGME, the UN IGME will continue to assess all data sources in the country relevant to child mortality estimation.",,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NER: Niger,CME_MRY0T4: Under-five mortality rate,_T: Total,2018,122.778740919661,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,106.748278906343,141.498476383135,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NER: Niger,CME_MRY0T4: Under-five mortality rate,_T: Total,2019,121.848257819974,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,104.315192051695,142.550373765177,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NER: Niger,CME_MRY0T4: Under-five mortality rate,_T: Total,2020,120.636604447892,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,101.105791824812,144.028000182174,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NER: Niger,CME_MRY0T4: Under-five mortality rate,_T: Total,2021,119.096547840985,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,97.2404022268798,145.7500316661,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NER: Niger,CME_MRY0T4: Under-five mortality rate,_T: Total,2022,117.068798311866,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,92.9518938083803,147.267494028868,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NGA: Nigeria,CME_MRY0T4: Under-five mortality rate,_T: Total,2018,120.195614558188,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,97.3596433190282,151.048916148141,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NGA: Nigeria,CME_MRY0T4: Under-five mortality rate,_T: Total,2019,117.471002948717,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,92.563234747373,151.887433276819,,,,UN_IGME,,,,,,_T: Total
